dataset,task,split,within_split_index,source_index,class_value,batch_or_cycle,guard
chemical,gas_class,train,4155,4155,3,6,False
chemical,gas_class,train,4156,4156,3,6,False
chemical,gas_class,train,4157,4157,3,6,False
chemical,gas_class,train,4158,4158,3,6,False
chemical,gas_class,train,4159,4159,4,6,False
chemical,gas_class,train,4160,4160,4,6,False
chemical,gas_class,train,4161,4161,4,6,False
chemical,gas_class,train,4162,4162,4,6,False
chemical,gas_class,train,4163,4163,4,6,False
chemical,gas_class,train,4164,4164,4,6,False
chemical,gas_class,train,4165,4165,4,6,False
chemical,gas_class,train,4166,4166,4,6,False
chemical,gas_class,train,4167,4167,4,6,False
chemical,gas_class,train,4168,4168,4,6,False
chemical,gas_class,train,4169,4169,4,6,False
chemical,gas_class,train,4170,4170,4,6,False
chemical,gas_class,train,4171,4171,4,6,False
chemical,gas_class,train,4172,4172,4,6,False
chemical,gas_class,train,4173,4173,4,6,False
chemical,gas_class,train,4174,4174,4,6,False
chemical,gas_class,train,4175,4175,4,6,False
chemical,gas_class,train,4176,4176,4,6,False
chemical,gas_class,train,4177,4177,4,6,False
chemical,gas_class,train,4178,4178,4,6,False
chemical,gas_class,train,4179,4179,4,6,False
chemical,gas_class,train,4180,4180,4,6,False
chemical,gas_class,train,4181,4181,4,6,False
chemical,gas_class,train,4182,4182,4,6,False
chemical,gas_class,train,4183,4183,4,6,False
chemical,gas_class,train,4184,4184,4,6,False
chemical,gas_class,train,4185,4185,4,6,False
chemical,gas_class,train,4186,4186,4,6,False
chemical,gas_class,train,4187,4187,4,6,False
chemical,gas_class,train,4188,4188,4,6,False
chemical,gas_class,train,4189,4189,4,6,False
chemical,gas_class,train,4190,4190,4,6,False
chemical,gas_class,train,4191,4191,4,6,False
chemical,gas_class,train,4192,4192,4,6,False
chemical,gas_class,train,4193,4193,4,6,False
chemical,gas_class,train,4194,4194,4,6,False
chemical,gas_class,train,4195,4195,4,6,False
chemical,gas_class,train,4196,4196,4,6,False
chemical,gas_class,train,4197,4197,4,6,False
chemical,gas_class,train,4198,4198,4,6,False
chemical,gas_class,train,4199,4199,4,6,False
chemical,gas_class,train,4200,4200,4,6,False
chemical,gas_class,train,4201,4201,4,6,False
chemical,gas_class,train,4202,4202,4,6,False
chemical,gas_class,train,4203,4203,4,6,False
chemical,gas_class,train,4204,4204,4,6,False
chemical,gas_class,train,4205,4205,4,6,False
chemical,gas_class,train,4206,4206,4,6,False
chemical,gas_class,train,4207,4207,4,6,False
chemical,gas_class,train,4208,4208,4,6,False
chemical,gas_class,train,4209,4209,4,6,False
chemical,gas_class,train,4210,4210,4,6,False
chemical,gas_class,train,4211,4211,4,6,False
chemical,gas_class,train,4212,4212,4,6,False
chemical,gas_class,train,4213,4213,4,6,False
chemical,gas_class,train,4214,4214,4,6,False
chemical,gas_class,train,4215,4215,4,6,False
chemical,gas_class,train,4216,4216,4,6,False
chemical,gas_class,train,4217,4217,4,6,False
chemical,gas_class,train,4218,4218,4,6,False
chemical,gas_class,train,4219,4219,4,6,False
chemical,gas_class,train,4220,4220,4,6,False
chemical,gas_class,train,4221,4221,4,6,False
chemical,gas_class,train,4222,4222,4,6,False
chemical,gas_class,train,4223,4223,4,6,False
chemical,gas_class,train,4224,4224,4,6,False
chemical,gas_class,train,4225,4225,4,6,False
chemical,gas_class,train,4226,4226,4,6,False
chemical,gas_class,train,4227,4227,4,6,False
chemical,gas_class,train,4228,4228,4,6,False
chemical,gas_class,train,4229,4229,4,6,False
chemical,gas_class,train,4230,4230,4,6,False
chemical,gas_class,train,4231,4231,4,6,False
chemical,gas_class,train,4232,4232,4,6,False
chemical,gas_class,train,4233,4233,4,6,False
chemical,gas_class,train,4234,4234,4,6,False
chemical,gas_class,train,4235,4235,4,6,False
chemical,gas_class,train,4236,4236,4,6,False
chemical,gas_class,train,4237,4237,4,6,False
chemical,gas_class,train,4238,4238,4,6,False
chemical,gas_class,train,4239,4239,4,6,False
chemical,gas_class,train,4240,4240,4,6,False
chemical,gas_class,train,4241,4241,4,6,False
chemical,gas_class,train,4242,4242,4,6,False
chemical,gas_class,train,4243,4243,4,6,False
chemical,gas_class,train,4244,4244,4,6,False
chemical,gas_class,train,4245,4245,4,6,False
chemical,gas_class,train,4246,4246,4,6,False
chemical,gas_class,train,4247,4247,4,6,False
chemical,gas_class,train,4248,4248,4,6,False
chemical,gas_class,train,4249,4249,4,6,False
chemical,gas_class,train,4250,4250,4,6,False
chemical,gas_class,train,4251,4251,4,6,False
chemical,gas_class,train,4252,4252,4,6,False
chemical,gas_class,train,4253,4253,4,6,False
chemical,gas_class,train,4254,4254,4,6,False
chemical,gas_class,train,4255,4255,4,6,False
chemical,gas_class,train,4256,4256,4,6,False
chemical,gas_class,train,4257,4257,4,6,False
chemical,gas_class,train,4258,4258,4,6,False
chemical,gas_class,train,4259,4259,4,6,False
chemical,gas_class,train,4260,4260,4,6,False
chemical,gas_class,train,4261,4261,4,6,False
chemical,gas_class,train,4262,4262,4,6,False
chemical,gas_class,train,4263,4263,4,6,False
chemical,gas_class,train,4264,4264,4,6,False
chemical,gas_class,train,4265,4265,4,6,False
chemical,gas_class,train,4266,4266,4,6,False
chemical,gas_class,train,4267,4267,4,6,False
chemical,gas_class,train,4268,4268,4,6,False
chemical,gas_class,train,4269,4269,4,6,False
chemical,gas_class,train,4270,4270,4,6,False
chemical,gas_class,train,4271,4271,4,6,False
chemical,gas_class,train,4272,4272,4,6,False
chemical,gas_class,train,4273,4273,4,6,False
chemical,gas_class,train,4274,4274,4,6,False
chemical,gas_class,train,4275,4275,4,6,False
chemical,gas_class,train,4276,4276,4,6,False
chemical,gas_class,train,4277,4277,4,6,False
chemical,gas_class,train,4278,4278,4,6,False
chemical,gas_class,train,4279,4279,4,6,False
chemical,gas_class,train,4280,4280,4,6,False
chemical,gas_class,train,4281,4281,4,6,False
chemical,gas_class,train,4282,4282,4,6,False
chemical,gas_class,train,4283,4283,4,6,False
chemical,gas_class,train,4284,4284,4,6,False
chemical,gas_class,train,4285,4285,4,6,False
chemical,gas_class,train,4286,4286,4,6,False
chemical,gas_class,train,4287,4287,4,6,False
chemical,gas_class,train,4288,4288,4,6,False
chemical,gas_class,train,4289,4289,4,6,False
chemical,gas_class,train,4290,4290,4,6,False
chemical,gas_class,train,4291,4291,4,6,False
chemical,gas_class,train,4292,4292,4,6,False
chemical,gas_class,train,4293,4293,4,6,False
chemical,gas_class,train,4294,4294,4,6,False
chemical,gas_class,train,4295,4295,4,6,False
chemical,gas_class,train,4296,4296,4,6,False
chemical,gas_class,train,4297,4297,4,6,False
chemical,gas_class,train,4298,4298,4,6,False
chemical,gas_class,train,4299,4299,5,6,False
chemical,gas_class,train,4300,4300,5,6,False
chemical,gas_class,train,4301,4301,5,6,False
chemical,gas_class,train,4302,4302,5,6,False
chemical,gas_class,train,4303,4303,5,6,False
chemical,gas_class,train,4304,4304,5,6,False
chemical,gas_class,train,4305,4305,5,6,False
chemical,gas_class,train,4306,4306,5,6,False
chemical,gas_class,train,4307,4307,5,6,False
chemical,gas_class,train,4308,4308,0,6,False
chemical,gas_class,train,4309,4309,0,6,False
chemical,gas_class,train,4310,4310,0,6,False
chemical,gas_class,train,4311,4311,0,6,False
chemical,gas_class,train,4312,4312,0,6,False
chemical,gas_class,train,4313,4313,0,6,False
chemical,gas_class,train,4314,4314,0,6,False
chemical,gas_class,train,4315,4315,0,6,False
chemical,gas_class,train,4316,4316,0,6,False
chemical,gas_class,train,4317,4317,0,6,False
chemical,gas_class,train,4318,4318,0,6,False
chemical,gas_class,train,4319,4319,0,6,False
chemical,gas_class,train,4320,4320,0,6,False
chemical,gas_class,train,4321,4321,0,6,False
chemical,gas_class,train,4322,4322,0,6,False
chemical,gas_class,train,4323,4323,0,6,False
chemical,gas_class,train,4324,4324,0,6,False
chemical,gas_class,train,4325,4325,0,6,False
chemical,gas_class,train,4326,4326,0,6,False
chemical,gas_class,train,4327,4327,0,6,False
chemical,gas_class,train,4328,4328,0,6,False
chemical,gas_class,train,4329,4329,0,6,False
chemical,gas_class,train,4330,4330,0,6,False
chemical,gas_class,train,4331,4331,0,6,False
chemical,gas_class,train,4332,4332,0,6,False
chemical,gas_class,train,4333,4333,0,6,False
chemical,gas_class,train,4334,4334,0,6,False
chemical,gas_class,train,4335,4335,0,6,False
chemical,gas_class,train,4336,4336,0,6,False
chemical,gas_class,train,4337,4337,0,6,False
chemical,gas_class,train,4338,4338,0,6,False
chemical,gas_class,train,4339,4339,0,6,False
chemical,gas_class,train,4340,4340,0,6,False
chemical,gas_class,train,4341,4341,0,6,False
chemical,gas_class,train,4342,4342,0,6,False
chemical,gas_class,train,4343,4343,0,6,False
chemical,gas_class,train,4344,4344,0,6,False
chemical,gas_class,train,4345,4345,0,6,False
chemical,gas_class,train,4346,4346,0,6,False
chemical,gas_class,train,4347,4347,0,6,False
chemical,gas_class,train,4348,4348,0,6,False
chemical,gas_class,train,4349,4349,0,6,False
chemical,gas_class,train,4350,4350,0,6,False
chemical,gas_class,train,4351,4351,0,6,False
chemical,gas_class,train,4352,4352,0,6,False
chemical,gas_class,train,4353,4353,0,6,False
chemical,gas_class,train,4354,4354,0,6,False
chemical,gas_class,train,4355,4355,0,6,False
chemical,gas_class,train,4356,4356,0,6,False
chemical,gas_class,train,4357,4357,0,6,False
chemical,gas_class,train,4358,4358,0,6,False
chemical,gas_class,train,4359,4359,0,6,False
chemical,gas_class,train,4360,4360,0,6,False
chemical,gas_class,train,4361,4361,0,6,False
chemical,gas_class,train,4362,4362,0,6,False
chemical,gas_class,train,4363,4363,0,6,False
chemical,gas_class,train,4364,4364,0,6,False
chemical,gas_class,train,4365,4365,0,6,False
chemical,gas_class,train,4366,4366,0,6,False
chemical,gas_class,train,4367,4367,0,6,False
chemical,gas_class,train,4368,4368,0,6,False
chemical,gas_class,train,4369,4369,0,6,False
chemical,gas_class,train,4370,4370,0,6,False
chemical,gas_class,train,4371,4371,0,6,False
chemical,gas_class,train,4372,4372,0,6,False
chemical,gas_class,train,4373,4373,0,6,False
chemical,gas_class,train,4374,4374,0,6,False
chemical,gas_class,train,4375,4375,0,6,False
chemical,gas_class,train,4376,4376,0,6,False
chemical,gas_class,train,4377,4377,0,6,False
chemical,gas_class,train,4378,4378,0,6,False
chemical,gas_class,train,4379,4379,0,6,False
chemical,gas_class,train,4380,4380,0,6,False
chemical,gas_class,train,4381,4381,0,6,False
chemical,gas_class,train,4382,4382,0,6,False
chemical,gas_class,train,4383,4383,0,6,False
chemical,gas_class,train,4384,4384,0,6,False
chemical,gas_class,train,4385,4385,0,6,False
chemical,gas_class,train,4386,4386,0,6,False
chemical,gas_class,train,4387,4387,0,6,False
chemical,gas_class,train,4388,4388,0,6,False
chemical,gas_class,train,4389,4389,0,6,False
chemical,gas_class,train,4390,4390,0,6,False
chemical,gas_class,train,4391,4391,0,6,False
chemical,gas_class,train,4392,4392,0,6,False
chemical,gas_class,train,4393,4393,0,6,False
chemical,gas_class,train,4394,4394,0,6,False
chemical,gas_class,train,4395,4395,0,6,False
chemical,gas_class,train,4396,4396,0,6,False
chemical,gas_class,train,4397,4397,0,6,False
chemical,gas_class,train,4398,4398,0,6,False
chemical,gas_class,train,4399,4399,0,6,False
chemical,gas_class,train,4400,4400,0,6,False
chemical,gas_class,train,4401,4401,0,6,False
chemical,gas_class,train,4402,4402,0,6,False
chemical,gas_class,train,4403,4403,0,6,False
chemical,gas_class,train,4404,4404,0,6,False
chemical,gas_class,train,4405,4405,0,6,False
chemical,gas_class,train,4406,4406,0,6,False
chemical,gas_class,train,4407,4407,0,6,False
chemical,gas_class,train,4408,4408,0,6,False
chemical,gas_class,train,4409,4409,0,6,False
chemical,gas_class,train,4410,4410,0,6,False
chemical,gas_class,train,4411,4411,0,6,False
chemical,gas_class,train,4412,4412,0,6,False
chemical,gas_class,train,4413,4413,0,6,False
chemical,gas_class,train,4414,4414,0,6,False
chemical,gas_class,train,4415,4415,0,6,False
chemical,gas_class,train,4416,4416,0,6,False
chemical,gas_class,train,4417,4417,0,6,False
chemical,gas_class,train,4418,4418,0,6,False
chemical,gas_class,train,4419,4419,0,6,False
chemical,gas_class,train,4420,4420,0,6,False
chemical,gas_class,train,4421,4421,0,6,False
chemical,gas_class,train,4422,4422,0,6,False
chemical,gas_class,train,4423,4423,0,6,False
chemical,gas_class,train,4424,4424,0,6,False
chemical,gas_class,train,4425,4425,0,6,False
chemical,gas_class,train,4426,4426,0,6,False
chemical,gas_class,train,4427,4427,0,6,False
chemical,gas_class,train,4428,4428,0,6,False
chemical,gas_class,train,4429,4429,0,6,False
chemical,gas_class,train,4430,4430,0,6,False
chemical,gas_class,train,4431,4431,0,6,False
chemical,gas_class,train,4432,4432,0,6,False
chemical,gas_class,train,4433,4433,0,6,False
chemical,gas_class,train,4434,4434,0,6,False
chemical,gas_class,train,4435,4435,0,6,False
chemical,gas_class,train,4436,4436,0,6,False
chemical,gas_class,train,4437,4437,0,6,False
chemical,gas_class,train,4438,4438,0,6,False
chemical,gas_class,train,4439,4439,0,6,False
chemical,gas_class,train,4440,4440,0,6,False
chemical,gas_class,train,4441,4441,0,6,False
chemical,gas_class,train,4442,4442,0,6,False
chemical,gas_class,train,4443,4443,0,6,False
chemical,gas_class,train,4444,4444,0,6,False
chemical,gas_class,train,4445,4445,0,6,False
chemical,gas_class,train,4446,4446,0,6,False
chemical,gas_class,train,4447,4447,0,6,False
chemical,gas_class,train,4448,4448,0,6,False
chemical,gas_class,train,4449,4449,0,6,False
chemical,gas_class,train,4450,4450,0,6,False
chemical,gas_class,train,4451,4451,0,6,False
chemical,gas_class,train,4452,4452,0,6,False
chemical,gas_class,train,4453,4453,0,6,False
chemical,gas_class,train,4454,4454,0,6,False
chemical,gas_class,train,4455,4455,0,6,False
chemical,gas_class,train,4456,4456,0,6,False
chemical,gas_class,train,4457,4457,0,6,False
chemical,gas_class,train,4458,4458,0,6,False
chemical,gas_class,train,4459,4459,0,6,False
chemical,gas_class,train,4460,4460,0,6,False
chemical,gas_class,train,4461,4461,0,6,False
chemical,gas_class,train,4462,4462,0,6,False
chemical,gas_class,train,4463,4463,0,6,False
chemical,gas_class,train,4464,4464,0,6,False
chemical,gas_class,train,4465,4465,0,6,False
chemical,gas_class,train,4466,4466,0,6,False
chemical,gas_class,train,4467,4467,0,6,False
chemical,gas_class,train,4468,4468,0,6,False
chemical,gas_class,train,4469,4469,0,6,False
chemical,gas_class,train,4470,4470,0,6,False
chemical,gas_class,train,4471,4471,0,6,False
chemical,gas_class,train,4472,4472,0,6,False
chemical,gas_class,train,4473,4473,0,6,False
chemical,gas_class,train,4474,4474,0,6,False
chemical,gas_class,train,4475,4475,0,6,False
chemical,gas_class,train,4476,4476,0,6,False
chemical,gas_class,train,4477,4477,0,6,False
chemical,gas_class,train,4478,4478,0,6,False
chemical,gas_class,train,4479,4479,0,6,False
chemical,gas_class,train,4480,4480,0,6,False
chemical,gas_class,train,4481,4481,0,6,False
chemical,gas_class,train,4482,4482,0,6,False
chemical,gas_class,train,4483,4483,0,6,False
chemical,gas_class,train,4484,4484,0,6,False
chemical,gas_class,train,4485,4485,0,6,False
chemical,gas_class,train,4486,4486,0,6,False
chemical,gas_class,train,4487,4487,0,6,False
chemical,gas_class,train,4488,4488,0,6,False
chemical,gas_class,train,4489,4489,0,6,False
chemical,gas_class,train,4490,4490,0,6,False
chemical,gas_class,train,4491,4491,0,6,False
chemical,gas_class,train,4492,4492,0,6,False
chemical,gas_class,train,4493,4493,0,6,False
chemical,gas_class,train,4494,4494,0,6,False
chemical,gas_class,train,4495,4495,0,6,False
chemical,gas_class,train,4496,4496,0,6,False
chemical,gas_class,train,4497,4497,0,6,False
chemical,gas_class,train,4498,4498,0,6,False
chemical,gas_class,train,4499,4499,0,6,False
chemical,gas_class,train,4500,4500,0,6,False
chemical,gas_class,train,4501,4501,0,6,False
chemical,gas_class,train,4502,4502,0,6,False
chemical,gas_class,train,4503,4503,0,6,False
chemical,gas_class,train,4504,4504,0,6,False
chemical,gas_class,train,4505,4505,0,6,False
chemical,gas_class,train,4506,4506,0,6,False
chemical,gas_class,train,4507,4507,0,6,False
chemical,gas_class,train,4508,4508,0,6,False
chemical,gas_class,train,4509,4509,0,6,False
chemical,gas_class,train,4510,4510,0,6,False
chemical,gas_class,train,4511,4511,0,6,False
chemical,gas_class,train,4512,4512,0,6,False
chemical,gas_class,train,4513,4513,0,6,False
chemical,gas_class,train,4514,4514,0,6,False
chemical,gas_class,train,4515,4515,0,6,False
chemical,gas_class,train,4516,4516,0,6,False
chemical,gas_class,train,4517,4517,0,6,False
chemical,gas_class,train,4518,4518,0,6,False
chemical,gas_class,train,4519,4519,0,6,False
chemical,gas_class,train,4520,4520,0,6,False
chemical,gas_class,train,4521,4521,0,6,False
chemical,gas_class,train,4522,4522,0,6,False
chemical,gas_class,train,4523,4523,0,6,False
chemical,gas_class,train,4524,4524,0,6,False
chemical,gas_class,train,4525,4525,0,6,False
chemical,gas_class,train,4526,4526,0,6,False
chemical,gas_class,train,4527,4527,0,6,False
chemical,gas_class,train,4528,4528,0,6,False
chemical,gas_class,train,4529,4529,0,6,False
chemical,gas_class,train,4530,4530,0,6,False
chemical,gas_class,train,4531,4531,0,6,False
chemical,gas_class,train,4532,4532,0,6,False
chemical,gas_class,train,4533,4533,0,6,False
chemical,gas_class,train,4534,4534,0,6,False
chemical,gas_class,train,4535,4535,0,6,False
chemical,gas_class,train,4536,4536,0,6,False
chemical,gas_class,train,4537,4537,0,6,False
chemical,gas_class,train,4538,4538,0,6,False
chemical,gas_class,train,4539,4539,0,6,False
chemical,gas_class,train,4540,4540,0,6,False
chemical,gas_class,train,4541,4541,0,6,False
chemical,gas_class,train,4542,4542,0,6,False
chemical,gas_class,train,4543,4543,0,6,False
chemical,gas_class,train,4544,4544,0,6,False
chemical,gas_class,train,4545,4545,0,6,False
chemical,gas_class,train,4546,4546,0,6,False
chemical,gas_class,train,4547,4547,0,6,False
chemical,gas_class,train,4548,4548,0,6,False
chemical,gas_class,train,4549,4549,0,6,False
chemical,gas_class,train,4550,4550,0,6,False
chemical,gas_class,train,4551,4551,0,6,False
chemical,gas_class,train,4552,4552,0,6,False
chemical,gas_class,train,4553,4553,0,6,False
chemical,gas_class,train,4554,4554,0,6,False
chemical,gas_class,train,4555,4555,0,6,False
chemical,gas_class,train,4556,4556,0,6,False
chemical,gas_class,train,4557,4557,0,6,False
chemical,gas_class,train,4558,4558,1,6,False
chemical,gas_class,train,4559,4559,1,6,False
chemical,gas_class,train,4560,4560,1,6,False
chemical,gas_class,train,4561,4561,1,6,False
chemical,gas_class,train,4562,4562,1,6,False
chemical,gas_class,train,4563,4563,1,6,False
chemical,gas_class,train,4564,4564,1,6,False
chemical,gas_class,train,4565,4565,1,6,False
chemical,gas_class,train,4566,4566,1,6,False
chemical,gas_class,train,4567,4567,1,6,False
chemical,gas_class,train,4568,4568,1,6,False
chemical,gas_class,train,4569,4569,1,6,False
chemical,gas_class,train,4570,4570,1,6,False
chemical,gas_class,train,4571,4571,1,6,False
chemical,gas_class,train,4572,4572,1,6,False
chemical,gas_class,train,4573,4573,1,6,False
chemical,gas_class,train,4574,4574,1,6,False
chemical,gas_class,train,4575,4575,1,6,False
chemical,gas_class,train,4576,4576,1,6,False
chemical,gas_class,train,4577,4577,1,6,False
chemical,gas_class,train,4578,4578,1,6,False
chemical,gas_class,train,4579,4579,1,6,False
chemical,gas_class,train,4580,4580,1,6,False
chemical,gas_class,train,4581,4581,1,6,False
chemical,gas_class,train,4582,4582,1,6,False
chemical,gas_class,train,4583,4583,1,6,False
chemical,gas_class,train,4584,4584,1,6,False
chemical,gas_class,train,4585,4585,1,6,False
chemical,gas_class,train,4586,4586,1,6,False
chemical,gas_class,train,4587,4587,1,6,False
chemical,gas_class,train,4588,4588,1,6,False
chemical,gas_class,train,4589,4589,1,6,False
chemical,gas_class,train,4590,4590,1,6,False
chemical,gas_class,train,4591,4591,1,6,False
chemical,gas_class,train,4592,4592,1,6,False
chemical,gas_class,train,4593,4593,1,6,False
chemical,gas_class,train,4594,4594,1,6,False
chemical,gas_class,train,4595,4595,1,6,False
chemical,gas_class,train,4596,4596,1,6,False
chemical,gas_class,train,4597,4597,1,6,False
chemical,gas_class,train,4598,4598,1,6,False
chemical,gas_class,train,4599,4599,1,6,False
chemical,gas_class,train,4600,4600,1,6,False
chemical,gas_class,train,4601,4601,1,6,False
chemical,gas_class,train,4602,4602,1,6,False
chemical,gas_class,train,4603,4603,1,6,False
chemical,gas_class,train,4604,4604,1,6,False
chemical,gas_class,train,4605,4605,1,6,False
chemical,gas_class,train,4606,4606,1,6,False
chemical,gas_class,train,4607,4607,1,6,False
chemical,gas_class,train,4608,4608,1,6,False
chemical,gas_class,train,4609,4609,1,6,False
chemical,gas_class,train,4610,4610,1,6,False
chemical,gas_class,train,4611,4611,1,6,False
chemical,gas_class,train,4612,4612,1,6,False
chemical,gas_class,train,4613,4613,1,6,False
chemical,gas_class,train,4614,4614,1,6,False
chemical,gas_class,train,4615,4615,1,6,False
chemical,gas_class,train,4616,4616,1,6,False
chemical,gas_class,train,4617,4617,1,6,False
chemical,gas_class,train,4618,4618,1,6,False
chemical,gas_class,train,4619,4619,1,6,False
chemical,gas_class,train,4620,4620,1,6,False
chemical,gas_class,train,4621,4621,1,6,False
chemical,gas_class,train,4622,4622,1,6,False
chemical,gas_class,train,4623,4623,1,6,False
chemical,gas_class,train,4624,4624,1,6,False
chemical,gas_class,train,4625,4625,1,6,False
chemical,gas_class,train,4626,4626,1,6,False
chemical,gas_class,train,4627,4627,1,6,False
chemical,gas_class,train,4628,4628,1,6,False
chemical,gas_class,train,4629,4629,1,6,False
chemical,gas_class,train,4630,4630,1,6,False
chemical,gas_class,train,4631,4631,1,6,False
chemical,gas_class,train,4632,4632,1,6,False
chemical,gas_class,train,4633,4633,1,6,False
chemical,gas_class,train,4634,4634,1,6,False
chemical,gas_class,train,4635,4635,1,6,False
chemical,gas_class,train,4636,4636,1,6,False
chemical,gas_class,train,4637,4637,1,6,False
chemical,gas_class,train,4638,4638,1,6,False
chemical,gas_class,train,4639,4639,1,6,False
chemical,gas_class,train,4640,4640,1,6,False
chemical,gas_class,train,4641,4641,1,6,False
chemical,gas_class,train,4642,4642,1,6,False
chemical,gas_class,train,4643,4643,1,6,False
chemical,gas_class,train,4644,4644,1,6,False
chemical,gas_class,train,4645,4645,1,6,False
chemical,gas_class,train,4646,4646,1,6,False
chemical,gas_class,train,4647,4647,1,6,False
chemical,gas_class,train,4648,4648,1,6,False
chemical,gas_class,train,4649,4649,1,6,False
chemical,gas_class,train,4650,4650,1,6,False
chemical,gas_class,train,4651,4651,1,6,False
chemical,gas_class,train,4652,4652,1,6,False
chemical,gas_class,train,4653,4653,1,6,False
chemical,gas_class,train,4654,4654,1,6,False
chemical,gas_class,train,4655,4655,1,6,False
chemical,gas_class,train,4656,4656,1,6,False
chemical,gas_class,train,4657,4657,1,6,False
chemical,gas_class,train,4658,4658,1,6,False
chemical,gas_class,train,4659,4659,1,6,False
chemical,gas_class,train,4660,4660,1,6,False
chemical,gas_class,train,4661,4661,1,6,False
chemical,gas_class,train,4662,4662,1,6,False
chemical,gas_class,train,4663,4663,1,6,False
chemical,gas_class,train,4664,4664,1,6,False
chemical,gas_class,train,4665,4665,1,6,False
chemical,gas_class,train,4666,4666,1,6,False
chemical,gas_class,train,4667,4667,1,6,False
chemical,gas_class,train,4668,4668,1,6,False
chemical,gas_class,train,4669,4669,1,6,False
chemical,gas_class,train,4670,4670,1,6,False
chemical,gas_class,train,4671,4671,1,6,False
chemical,gas_class,train,4672,4672,1,6,False
chemical,gas_class,train,4673,4673,1,6,False
chemical,gas_class,train,4674,4674,1,6,False
chemical,gas_class,train,4675,4675,1,6,False
chemical,gas_class,train,4676,4676,1,6,False
chemical,gas_class,train,4677,4677,1,6,False
chemical,gas_class,train,4678,4678,1,6,False
chemical,gas_class,train,4679,4679,1,6,False
chemical,gas_class,train,4680,4680,1,6,False
chemical,gas_class,train,4681,4681,1,6,False
chemical,gas_class,train,4682,4682,1,6,False
chemical,gas_class,train,4683,4683,1,6,False
chemical,gas_class,train,4684,4684,1,6,False
chemical,gas_class,train,4685,4685,1,6,False
chemical,gas_class,train,4686,4686,1,6,False
chemical,gas_class,train,4687,4687,1,6,False
chemical,gas_class,train,4688,4688,1,6,False
chemical,gas_class,train,4689,4689,1,6,False
chemical,gas_class,train,4690,4690,1,6,False
chemical,gas_class,train,4691,4691,1,6,False
chemical,gas_class,train,4692,4692,1,6,False
chemical,gas_class,train,4693,4693,1,6,False
chemical,gas_class,train,4694,4694,1,6,False
chemical,gas_class,train,4695,4695,1,6,False
chemical,gas_class,train,4696,4696,1,6,False
chemical,gas_class,train,4697,4697,1,6,False
chemical,gas_class,train,4698,4698,1,6,False
chemical,gas_class,train,4699,4699,1,6,False
chemical,gas_class,train,4700,4700,1,6,False
chemical,gas_class,train,4701,4701,1,6,False
chemical,gas_class,train,4702,4702,1,6,False
chemical,gas_class,train,4703,4703,1,6,False
chemical,gas_class,train,4704,4704,1,6,False
chemical,gas_class,train,4705,4705,1,6,False
chemical,gas_class,train,4706,4706,1,6,False
chemical,gas_class,train,4707,4707,1,6,False
chemical,gas_class,train,4708,4708,1,6,False
chemical,gas_class,train,4709,4709,1,6,False
chemical,gas_class,train,4710,4710,1,6,False
chemical,gas_class,train,4711,4711,1,6,False
chemical,gas_class,train,4712,4712,1,6,False
chemical,gas_class,train,4713,4713,1,6,False
chemical,gas_class,train,4714,4714,1,6,False
chemical,gas_class,train,4715,4715,1,6,False
chemical,gas_class,train,4716,4716,1,6,False
chemical,gas_class,train,4717,4717,1,6,False
chemical,gas_class,train,4718,4718,1,6,False
chemical,gas_class,train,4719,4719,1,6,False
chemical,gas_class,train,4720,4720,1,6,False
chemical,gas_class,train,4721,4721,1,6,False
chemical,gas_class,train,4722,4722,1,6,False
chemical,gas_class,train,4723,4723,1,6,False
chemical,gas_class,train,4724,4724,1,6,False
chemical,gas_class,train,4725,4725,1,6,False
chemical,gas_class,train,4726,4726,1,6,False
chemical,gas_class,train,4727,4727,1,6,False
chemical,gas_class,train,4728,4728,1,6,False
chemical,gas_class,train,4729,4729,1,6,False
chemical,gas_class,train,4730,4730,1,6,False
chemical,gas_class,train,4731,4731,1,6,False
chemical,gas_class,train,4732,4732,1,6,False
chemical,gas_class,train,4733,4733,1,6,False
chemical,gas_class,train,4734,4734,1,6,False
chemical,gas_class,train,4735,4735,1,6,False
chemical,gas_class,train,4736,4736,1,6,False
chemical,gas_class,train,4737,4737,1,6,False
chemical,gas_class,train,4738,4738,1,6,False
chemical,gas_class,train,4739,4739,1,6,False
chemical,gas_class,train,4740,4740,1,6,False
chemical,gas_class,train,4741,4741,1,6,False
chemical,gas_class,train,4742,4742,1,6,False
chemical,gas_class,train,4743,4743,1,6,False
chemical,gas_class,train,4744,4744,1,6,False
chemical,gas_class,train,4745,4745,1,6,False
chemical,gas_class,train,4746,4746,1,6,False
chemical,gas_class,train,4747,4747,1,6,False
chemical,gas_class,train,4748,4748,1,6,False
chemical,gas_class,train,4749,4749,1,6,False
chemical,gas_class,train,4750,4750,1,6,False
chemical,gas_class,train,4751,4751,1,6,False
chemical,gas_class,train,4752,4752,1,6,False
chemical,gas_class,train,4753,4753,1,6,False
chemical,gas_class,train,4754,4754,1,6,False
chemical,gas_class,train,4755,4755,1,6,False
chemical,gas_class,train,4756,4756,1,6,False
chemical,gas_class,train,4757,4757,1,6,False
chemical,gas_class,train,4758,4758,1,6,False
chemical,gas_class,train,4759,4759,1,6,False
chemical,gas_class,train,4760,4760,1,6,False
chemical,gas_class,train,4761,4761,1,6,False
