dataset,task,split,within_split_index,source_index,stable_cycle_index,class_value,batch_or_cycle,guard
hydraulic,cooler,selection,83,1268,778,20,1268,False
hydraulic,cooler,selection,84,1269,779,20,1269,False
hydraulic,cooler,selection,85,1270,780,20,1270,False
hydraulic,cooler,selection,86,1271,781,20,1271,False
hydraulic,cooler,selection,87,1272,782,20,1272,False
hydraulic,cooler,selection,88,1273,783,20,1273,False
hydraulic,cooler,selection,89,1274,784,20,1274,False
hydraulic,cooler,selection,90,1275,785,20,1275,False
hydraulic,cooler,selection,91,1276,786,20,1276,False
hydraulic,cooler,selection,92,1277,787,20,1277,False
hydraulic,cooler,selection,93,1278,788,20,1278,False
hydraulic,cooler,selection,94,1279,789,20,1279,False
hydraulic,cooler,selection,95,1280,790,20,1280,False
hydraulic,cooler,selection,96,1281,791,20,1281,False
hydraulic,cooler,selection,97,1282,792,20,1282,False
hydraulic,cooler,selection,98,1283,793,20,1283,False
hydraulic,cooler,selection,99,1284,794,20,1284,False
hydraulic,cooler,selection,100,1285,795,20,1285,False
hydraulic,cooler,selection,101,1286,796,20,1286,False
hydraulic,cooler,selection,102,1287,797,20,1287,False
hydraulic,cooler,selection,103,1288,798,20,1288,False
hydraulic,cooler,selection,104,1289,799,20,1289,False
hydraulic,cooler,selection,105,1291,800,20,1291,False
hydraulic,cooler,selection,106,1292,801,20,1292,False
hydraulic,cooler,selection,107,1293,802,20,1293,False
hydraulic,cooler,selection,108,1294,803,20,1294,False
hydraulic,cooler,selection,109,1295,804,20,1295,False
hydraulic,cooler,selection,110,1296,805,20,1296,False
hydraulic,cooler,selection,111,1297,806,20,1297,False
hydraulic,cooler,selection,112,1298,807,20,1298,False
hydraulic,cooler,selection,113,1299,808,20,1299,False
hydraulic,cooler,selection,114,1300,809,20,1300,False
hydraulic,cooler,selection,115,1301,810,20,1301,False
hydraulic,cooler,selection,116,1302,811,20,1302,False
hydraulic,cooler,selection,117,1303,812,20,1303,False
hydraulic,cooler,selection,118,1304,813,20,1304,False
hydraulic,cooler,selection,119,1305,814,20,1305,False
hydraulic,cooler,selection,120,1306,815,20,1306,False
hydraulic,cooler,selection,121,1307,816,20,1307,False
hydraulic,cooler,selection,122,1308,817,20,1308,False
hydraulic,cooler,selection,123,1309,818,20,1309,False
hydraulic,cooler,selection,124,1310,819,20,1310,False
hydraulic,cooler,selection,125,1311,820,20,1311,False
hydraulic,cooler,selection,126,1312,821,20,1312,False
hydraulic,cooler,selection,127,1313,822,20,1313,False
hydraulic,cooler,selection,128,1314,823,20,1314,False
hydraulic,cooler,selection,129,1315,824,20,1315,False
hydraulic,cooler,selection,130,1316,825,20,1316,False
hydraulic,cooler,selection,131,1317,826,20,1317,False
hydraulic,cooler,selection,132,1318,827,20,1318,False
hydraulic,cooler,selection,133,1319,828,20,1319,False
hydraulic,cooler,selection,134,1320,829,20,1320,False
hydraulic,cooler,selection,135,1321,830,20,1321,False
hydraulic,cooler,selection,136,1322,831,20,1322,False
hydraulic,cooler,selection,137,1323,832,20,1323,False
hydraulic,cooler,selection,138,1991,1249,100,1991,False
hydraulic,cooler,selection,139,1992,1250,100,1992,False
hydraulic,cooler,selection,140,1993,1251,100,1993,False
hydraulic,cooler,selection,141,1994,1252,100,1994,False
hydraulic,cooler,selection,142,1995,1253,100,1995,False
hydraulic,cooler,selection,143,1996,1254,100,1996,False
hydraulic,cooler,selection,144,1997,1255,100,1997,False
hydraulic,cooler,selection,145,1998,1256,100,1998,False
hydraulic,cooler,selection,146,1999,1257,100,1999,False
hydraulic,cooler,selection,147,2000,1258,100,2000,False
hydraulic,cooler,selection,148,2001,1259,100,2001,False
hydraulic,cooler,selection,149,2002,1260,100,2002,False
hydraulic,cooler,selection,150,2003,1261,100,2003,False
hydraulic,cooler,selection,151,2004,1262,100,2004,False
hydraulic,cooler,selection,152,2005,1263,100,2005,False
hydraulic,cooler,selection,153,2006,1264,100,2006,False
hydraulic,cooler,selection,154,2007,1265,100,2007,False
hydraulic,cooler,selection,155,2008,1266,100,2008,False
hydraulic,cooler,selection,156,2009,1267,100,2009,False
hydraulic,cooler,selection,157,2010,1268,100,2010,False
hydraulic,cooler,selection,158,2011,1269,100,2011,False
hydraulic,cooler,selection,159,2012,1270,100,2012,False
hydraulic,cooler,selection,160,2013,1271,100,2013,False
hydraulic,cooler,selection,161,2014,1272,100,2014,False
hydraulic,cooler,selection,162,2015,1273,100,2015,False
hydraulic,cooler,selection,163,2016,1274,100,2016,False
hydraulic,cooler,selection,164,2017,1275,100,2017,False
hydraulic,cooler,selection,165,2018,1276,100,2018,False
hydraulic,cooler,selection,166,2019,1277,100,2019,False
hydraulic,cooler,selection,167,2020,1278,100,2020,False
hydraulic,cooler,selection,168,2021,1279,100,2021,False
hydraulic,cooler,selection,169,2023,1280,100,2023,False
hydraulic,cooler,selection,170,2024,1281,100,2024,False
hydraulic,cooler,selection,171,2025,1282,100,2025,False
hydraulic,cooler,selection,172,2026,1283,100,2026,False
hydraulic,cooler,selection,173,2027,1284,100,2027,False
hydraulic,cooler,selection,174,2028,1285,100,2028,False
hydraulic,cooler,selection,175,2029,1286,100,2029,False
hydraulic,cooler,selection,176,2030,1287,100,2030,False
hydraulic,cooler,selection,177,2031,1288,100,2031,False
hydraulic,cooler,selection,178,2032,1289,100,2032,False
hydraulic,cooler,selection,179,2033,1290,100,2033,False
hydraulic,cooler,selection,180,2034,1291,100,2034,False
hydraulic,cooler,selection,181,2035,1292,100,2035,False
hydraulic,cooler,selection,182,2036,1293,100,2036,False
hydraulic,cooler,selection,183,2037,1294,100,2037,False
hydraulic,cooler,selection,184,2038,1295,100,2038,False
hydraulic,cooler,selection,185,2039,1296,100,2039,False
hydraulic,cooler,selection,186,2040,1297,100,2040,False
hydraulic,cooler,selection,187,2041,1298,100,2041,False
hydraulic,cooler,selection,188,2042,1299,100,2042,False
hydraulic,cooler,selection,189,2043,1300,100,2043,False
hydraulic,cooler,selection,190,2044,1301,100,2044,False
hydraulic,cooler,selection,191,2045,1302,100,2045,False
hydraulic,cooler,selection,192,2046,1303,100,2046,False
hydraulic,cooler,selection,193,2047,1304,100,2047,False
hydraulic,cooler,selection,194,2048,1305,100,2048,False
hydraulic,cooler,selection,195,2049,1306,100,2049,False
hydraulic,cooler,selection,196,2050,1307,100,2050,False
hydraulic,cooler,selection,197,2051,1308,100,2051,False
hydraulic,cooler,selection,198,2052,1309,100,2052,False
hydraulic,cooler,selection,199,2053,1310,100,2053,False
hydraulic,cooler,selection,200,2054,1311,100,2054,False
hydraulic,cooler,selection,201,2055,1312,100,2055,False
hydraulic,cooler,selection,202,2056,1313,100,2056,False
hydraulic,cooler,selection,203,2057,1314,100,2057,False
hydraulic,cooler,selection,204,2058,1315,100,2058,False
hydraulic,cooler,selection,205,2059,1316,100,2059,False
hydraulic,cooler,selection,206,2060,1317,100,2060,False
hydraulic,cooler,selection,207,2061,1318,100,2061,False
hydraulic,cooler,selection,208,2062,1319,100,2062,False
hydraulic,cooler,calibration,0,597,358,3,597,False
hydraulic,cooler,calibration,1,598,359,3,598,False
hydraulic,cooler,calibration,2,610,360,3,610,False
hydraulic,cooler,calibration,3,611,361,3,611,False
hydraulic,cooler,calibration,4,612,362,3,612,False
hydraulic,cooler,calibration,5,613,363,3,613,False
hydraulic,cooler,calibration,6,614,364,3,614,False
hydraulic,cooler,calibration,7,615,365,3,615,False
hydraulic,cooler,calibration,8,616,366,3,616,False
hydraulic,cooler,calibration,9,617,367,3,617,False
hydraulic,cooler,calibration,10,618,368,3,618,False
hydraulic,cooler,calibration,11,619,369,3,619,False
hydraulic,cooler,calibration,12,620,370,3,620,False
hydraulic,cooler,calibration,13,621,371,3,621,False
hydraulic,cooler,calibration,14,622,372,3,622,False
hydraulic,cooler,calibration,15,623,373,3,623,False
hydraulic,cooler,calibration,16,624,374,3,624,False
hydraulic,cooler,calibration,17,625,375,3,625,False
hydraulic,cooler,calibration,18,626,376,3,626,False
hydraulic,cooler,calibration,19,627,377,3,627,False
hydraulic,cooler,calibration,20,628,378,3,628,False
hydraulic,cooler,calibration,21,629,379,3,629,False
hydraulic,cooler,calibration,22,630,380,3,630,False
hydraulic,cooler,calibration,23,631,381,3,631,False
hydraulic,cooler,calibration,24,632,382,3,632,False
hydraulic,cooler,calibration,25,633,383,3,633,False
hydraulic,cooler,calibration,26,634,384,3,634,False
hydraulic,cooler,calibration,27,635,385,3,635,False
hydraulic,cooler,calibration,28,636,386,3,636,False
hydraulic,cooler,calibration,29,637,387,3,637,False
hydraulic,cooler,calibration,30,638,388,3,638,False
hydraulic,cooler,calibration,31,639,389,3,639,False
hydraulic,cooler,calibration,32,640,390,3,640,False
hydraulic,cooler,calibration,33,641,391,3,641,False
hydraulic,cooler,calibration,34,642,392,3,642,False
hydraulic,cooler,calibration,35,643,393,3,643,False
hydraulic,cooler,calibration,36,644,394,3,644,False
hydraulic,cooler,calibration,37,645,395,3,645,False
hydraulic,cooler,calibration,38,646,396,3,646,False
hydraulic,cooler,calibration,39,647,397,3,647,False
hydraulic,cooler,calibration,40,648,398,3,648,False
hydraulic,cooler,calibration,41,649,399,3,649,False
hydraulic,cooler,calibration,42,651,400,3,651,False
hydraulic,cooler,calibration,43,652,401,3,652,False
hydraulic,cooler,calibration,44,653,402,3,653,False
hydraulic,cooler,calibration,45,654,403,3,654,False
hydraulic,cooler,calibration,46,1329,838,20,1329,False
hydraulic,cooler,calibration,47,1330,839,20,1330,False
hydraulic,cooler,calibration,48,1342,840,20,1342,False
hydraulic,cooler,calibration,49,1343,841,20,1343,False
hydraulic,cooler,calibration,50,1344,842,20,1344,False
hydraulic,cooler,calibration,51,1345,843,20,1345,False
hydraulic,cooler,calibration,52,1346,844,20,1346,False
hydraulic,cooler,calibration,53,1347,845,20,1347,False
hydraulic,cooler,calibration,54,1348,846,20,1348,False
hydraulic,cooler,calibration,55,1349,847,20,1349,False
hydraulic,cooler,calibration,56,1350,848,20,1350,False
hydraulic,cooler,calibration,57,1351,849,20,1351,False
hydraulic,cooler,calibration,58,1352,850,20,1352,False
hydraulic,cooler,calibration,59,1353,851,20,1353,False
hydraulic,cooler,calibration,60,1354,852,20,1354,False
hydraulic,cooler,calibration,61,1355,853,20,1355,False
hydraulic,cooler,calibration,62,1356,854,20,1356,False
hydraulic,cooler,calibration,63,1357,855,20,1357,False
hydraulic,cooler,calibration,64,1358,856,20,1358,False
hydraulic,cooler,calibration,65,1359,857,20,1359,False
hydraulic,cooler,calibration,66,1360,858,20,1360,False
hydraulic,cooler,calibration,67,1361,859,20,1361,False
hydraulic,cooler,calibration,68,1362,860,20,1362,False
hydraulic,cooler,calibration,69,1363,861,20,1363,False
hydraulic,cooler,calibration,70,1364,862,20,1364,False
hydraulic,cooler,calibration,71,1365,863,20,1365,False
hydraulic,cooler,calibration,72,1366,864,20,1366,False
hydraulic,cooler,calibration,73,1367,865,20,1367,False
hydraulic,cooler,calibration,74,1368,866,20,1368,False
hydraulic,cooler,calibration,75,1369,867,20,1369,False
hydraulic,cooler,calibration,76,1370,868,20,1370,False
hydraulic,cooler,calibration,77,1371,869,20,1371,False
hydraulic,cooler,calibration,78,1372,870,20,1372,False
hydraulic,cooler,calibration,79,1373,871,20,1373,False
hydraulic,cooler,calibration,80,1374,872,20,1374,False
hydraulic,cooler,calibration,81,1375,873,20,1375,False
hydraulic,cooler,calibration,82,1376,874,20,1376,False
hydraulic,cooler,calibration,83,1377,875,20,1377,False
hydraulic,cooler,calibration,84,1378,876,20,1378,False
hydraulic,cooler,calibration,85,1379,877,20,1379,False
hydraulic,cooler,calibration,86,1380,878,20,1380,False
hydraulic,cooler,calibration,87,1381,879,20,1381,False
hydraulic,cooler,calibration,88,1383,880,20,1383,False
hydraulic,cooler,calibration,89,1384,881,20,1384,False
hydraulic,cooler,calibration,90,1385,882,20,1385,False
hydraulic,cooler,calibration,91,1386,883,20,1386,False
hydraulic,cooler,calibration,92,2079,1325,100,2079,False
hydraulic,cooler,calibration,93,2080,1326,100,2080,False
hydraulic,cooler,calibration,94,2081,1327,100,2081,False
hydraulic,cooler,calibration,95,2082,1328,100,2082,False
hydraulic,cooler,calibration,96,2083,1329,100,2083,False
hydraulic,cooler,calibration,97,2084,1330,100,2084,False
hydraulic,cooler,calibration,98,2085,1331,100,2085,False
hydraulic,cooler,calibration,99,2086,1332,100,2086,False
hydraulic,cooler,calibration,100,2087,1333,100,2087,False
hydraulic,cooler,calibration,101,2088,1334,100,2088,False
hydraulic,cooler,calibration,102,2089,1335,100,2089,False
hydraulic,cooler,calibration,103,2090,1336,100,2090,False
hydraulic,cooler,calibration,104,2091,1337,100,2091,False
hydraulic,cooler,calibration,105,2092,1338,100,2092,False
hydraulic,cooler,calibration,106,2093,1339,100,2093,False
hydraulic,cooler,calibration,107,2094,1340,100,2094,False
hydraulic,cooler,calibration,108,2095,1341,100,2095,False
hydraulic,cooler,calibration,109,2096,1342,100,2096,False
hydraulic,cooler,calibration,110,2097,1343,100,2097,False
hydraulic,cooler,calibration,111,2098,1344,100,2098,False
hydraulic,cooler,calibration,112,2099,1345,100,2099,False
hydraulic,cooler,calibration,113,2100,1346,100,2100,False
hydraulic,cooler,calibration,114,2101,1347,100,2101,False
hydraulic,cooler,calibration,115,2102,1348,100,2102,False
hydraulic,cooler,calibration,116,2103,1349,100,2103,False
hydraulic,cooler,calibration,117,2104,1350,100,2104,False
hydraulic,cooler,calibration,118,2105,1351,100,2105,False
hydraulic,cooler,calibration,119,2106,1352,100,2106,False
hydraulic,cooler,calibration,120,2107,1353,100,2107,False
hydraulic,cooler,calibration,121,2108,1354,100,2108,False
hydraulic,cooler,calibration,122,2109,1355,100,2109,False
hydraulic,cooler,calibration,123,2110,1356,100,2110,False
hydraulic,cooler,calibration,124,2111,1357,100,2111,False
hydraulic,cooler,calibration,125,2112,1358,100,2112,False
hydraulic,cooler,calibration,126,2113,1359,100,2113,False
hydraulic,cooler,calibration,127,2115,1360,100,2115,False
hydraulic,cooler,calibration,128,2116,1361,100,2116,False
hydraulic,cooler,calibration,129,2117,1362,100,2117,False
hydraulic,cooler,calibration,130,2118,1363,100,2118,False
hydraulic,cooler,calibration,131,2119,1364,100,2119,False
hydraulic,cooler,calibration,132,2120,1365,100,2120,False
hydraulic,cooler,calibration,133,2121,1366,100,2121,False
hydraulic,cooler,calibration,134,2122,1367,100,2122,False
hydraulic,cooler,calibration,135,2123,1368,100,2123,False
hydraulic,cooler,calibration,136,2124,1369,100,2124,False
hydraulic,cooler,calibration,137,2125,1370,100,2125,False
hydraulic,cooler,calibration,138,2126,1371,100,2126,False
hydraulic,cooler,test,0,660,409,3,660,False
hydraulic,cooler,test,1,661,410,3,661,False
hydraulic,cooler,test,2,662,411,3,662,False
hydraulic,cooler,test,3,663,412,3,663,False
hydraulic,cooler,test,4,664,413,3,664,False
hydraulic,cooler,test,5,665,414,3,665,False
hydraulic,cooler,test,6,666,415,3,666,False
hydraulic,cooler,test,7,667,416,3,667,False
hydraulic,cooler,test,8,668,417,3,668,False
hydraulic,cooler,test,9,669,418,3,669,False
hydraulic,cooler,test,10,670,419,3,670,False
hydraulic,cooler,test,11,671,420,3,671,False
hydraulic,cooler,test,12,672,421,3,672,False
hydraulic,cooler,test,13,673,422,3,673,False
hydraulic,cooler,test,14,674,423,3,674,False
hydraulic,cooler,test,15,675,424,3,675,False
hydraulic,cooler,test,16,676,425,3,676,False
hydraulic,cooler,test,17,677,426,3,677,False
hydraulic,cooler,test,18,678,427,3,678,False
hydraulic,cooler,test,19,679,428,3,679,False
hydraulic,cooler,test,20,680,429,3,680,False
hydraulic,cooler,test,21,681,430,3,681,False
hydraulic,cooler,test,22,682,431,3,682,False
hydraulic,cooler,test,23,683,432,3,683,False
hydraulic,cooler,test,24,684,433,3,684,False
hydraulic,cooler,test,25,685,434,3,685,False
hydraulic,cooler,test,26,686,435,3,686,False
hydraulic,cooler,test,27,687,436,3,687,False
hydraulic,cooler,test,28,688,437,3,688,False
hydraulic,cooler,test,29,689,438,3,689,False
hydraulic,cooler,test,30,690,439,3,690,False
hydraulic,cooler,test,31,692,440,3,692,False
hydraulic,cooler,test,32,693,441,3,693,False
hydraulic,cooler,test,33,694,442,3,694,False
hydraulic,cooler,test,34,695,443,3,695,False
hydraulic,cooler,test,35,696,444,3,696,False
hydraulic,cooler,test,36,697,445,3,697,False
hydraulic,cooler,test,37,698,446,3,698,False
hydraulic,cooler,test,38,699,447,3,699,False
hydraulic,cooler,test,39,700,448,3,700,False
hydraulic,cooler,test,40,701,449,3,701,False
hydraulic,cooler,test,41,702,450,3,702,False
hydraulic,cooler,test,42,703,451,3,703,False
hydraulic,cooler,test,43,704,452,3,704,False
hydraulic,cooler,test,44,705,453,3,705,False
hydraulic,cooler,test,45,706,454,3,706,False
hydraulic,cooler,test,46,707,455,3,707,False
hydraulic,cooler,test,47,708,456,3,708,False
hydraulic,cooler,test,48,709,457,3,709,False
hydraulic,cooler,test,49,710,458,3,710,False
hydraulic,cooler,test,50,711,459,3,711,False
hydraulic,cooler,test,51,712,460,3,712,False
hydraulic,cooler,test,52,713,461,3,713,False
hydraulic,cooler,test,53,714,462,3,714,False
hydraulic,cooler,test,54,715,463,3,715,False
hydraulic,cooler,test,55,716,464,3,716,False
hydraulic,cooler,test,56,717,465,3,717,False
hydraulic,cooler,test,57,718,466,3,718,False
hydraulic,cooler,test,58,719,467,3,719,False
hydraulic,cooler,test,59,720,468,3,720,False
hydraulic,cooler,test,60,721,469,3,721,False
hydraulic,cooler,test,61,722,470,3,722,False
hydraulic,cooler,test,62,723,471,3,723,False
hydraulic,cooler,test,63,724,472,3,724,False
hydraulic,cooler,test,64,725,473,3,725,False
hydraulic,cooler,test,65,726,474,3,726,False
hydraulic,cooler,test,66,727,475,3,727,False
hydraulic,cooler,test,67,728,476,3,728,False
hydraulic,cooler,test,68,729,477,3,729,False
hydraulic,cooler,test,69,730,478,3,730,False
hydraulic,cooler,test,70,731,479,3,731,False
hydraulic,cooler,test,71,1392,889,20,1392,False
hydraulic,cooler,test,72,1393,890,20,1393,False
hydraulic,cooler,test,73,1394,891,20,1394,False
hydraulic,cooler,test,74,1395,892,20,1395,False
hydraulic,cooler,test,75,1396,893,20,1396,False
hydraulic,cooler,test,76,1397,894,20,1397,False
hydraulic,cooler,test,77,1398,895,20,1398,False
hydraulic,cooler,test,78,1399,896,20,1399,False
hydraulic,cooler,test,79,1400,897,20,1400,False
hydraulic,cooler,test,80,1401,898,20,1401,False
hydraulic,cooler,test,81,1402,899,20,1402,False
hydraulic,cooler,test,82,1403,900,20,1403,False
hydraulic,cooler,test,83,1404,901,20,1404,False
hydraulic,cooler,test,84,1405,902,20,1405,False
hydraulic,cooler,test,85,1406,903,20,1406,False
hydraulic,cooler,test,86,1407,904,20,1407,False
hydraulic,cooler,test,87,1408,905,20,1408,False
hydraulic,cooler,test,88,1409,906,20,1409,False
hydraulic,cooler,test,89,1410,907,20,1410,False
hydraulic,cooler,test,90,1411,908,20,1411,False
hydraulic,cooler,test,91,1412,909,20,1412,False
hydraulic,cooler,test,92,1413,910,20,1413,False
hydraulic,cooler,test,93,1414,911,20,1414,False
hydraulic,cooler,test,94,1415,912,20,1415,False
hydraulic,cooler,test,95,1416,913,20,1416,False
hydraulic,cooler,test,96,1417,914,20,1417,False
hydraulic,cooler,test,97,1418,915,20,1418,False
hydraulic,cooler,test,98,1419,916,20,1419,False
hydraulic,cooler,test,99,1420,917,20,1420,False
hydraulic,cooler,test,100,1421,918,20,1421,False
hydraulic,cooler,test,101,1422,919,20,1422,False
hydraulic,cooler,test,102,1424,920,20,1424,False
hydraulic,cooler,test,103,1425,921,20,1425,False
hydraulic,cooler,test,104,1426,922,20,1426,False
hydraulic,cooler,test,105,1427,923,20,1427,False
hydraulic,cooler,test,106,1428,924,20,1428,False
hydraulic,cooler,test,107,1429,925,20,1429,False
hydraulic,cooler,test,108,1430,926,20,1430,False
hydraulic,cooler,test,109,1431,927,20,1431,False
hydraulic,cooler,test,110,1432,928,20,1432,False
hydraulic,cooler,test,111,1433,929,20,1433,False
hydraulic,cooler,test,112,1434,930,20,1434,False
hydraulic,cooler,test,113,1435,931,20,1435,False
hydraulic,cooler,test,114,1436,932,20,1436,False
hydraulic,cooler,test,115,1437,933,20,1437,False
hydraulic,cooler,test,116,1438,934,20,1438,False
hydraulic,cooler,test,117,1439,935,20,1439,False
hydraulic,cooler,test,118,1440,936,20,1440,False
hydraulic,cooler,test,119,1441,937,20,1441,False
hydraulic,cooler,test,120,1442,938,20,1442,False
hydraulic,cooler,test,121,1443,939,20,1443,False
hydraulic,cooler,test,122,1444,940,20,1444,False
hydraulic,cooler,test,123,1445,941,20,1445,False
hydraulic,cooler,test,124,1446,942,20,1446,False
hydraulic,cooler,test,125,1447,943,20,1447,False
hydraulic,cooler,test,126,1448,944,20,1448,False
hydraulic,cooler,test,127,1449,945,20,1449,False
hydraulic,cooler,test,128,1450,946,20,1450,False
hydraulic,cooler,test,129,1451,947,20,1451,False
hydraulic,cooler,test,130,1452,948,20,1452,False
hydraulic,cooler,test,131,1453,949,20,1453,False
hydraulic,cooler,test,132,1454,950,20,1454,False
hydraulic,cooler,test,133,1455,951,20,1455,False
hydraulic,cooler,test,134,1456,952,20,1456,False
hydraulic,cooler,test,135,1457,953,20,1457,False
hydraulic,cooler,test,136,1458,954,20,1458,False
hydraulic,cooler,test,137,1459,955,20,1459,False
hydraulic,cooler,test,138,1460,956,20,1460,False
hydraulic,cooler,test,139,1461,957,20,1461,False
hydraulic,cooler,test,140,1462,958,20,1462,False
hydraulic,cooler,test,141,1463,959,20,1463,False
hydraulic,cooler,test,142,2132,1377,100,2132,False
hydraulic,cooler,test,143,2133,1378,100,2133,False
hydraulic,cooler,test,144,2134,1379,100,2134,False
hydraulic,cooler,test,145,2135,1380,100,2135,False
hydraulic,cooler,test,146,2136,1381,100,2136,False
hydraulic,cooler,test,147,2137,1382,100,2137,False
hydraulic,cooler,test,148,2138,1383,100,2138,False
hydraulic,cooler,test,149,2139,1384,100,2139,False
hydraulic,cooler,test,150,2140,1385,100,2140,False
hydraulic,cooler,test,151,2141,1386,100,2141,False
hydraulic,cooler,test,152,2142,1387,100,2142,False
hydraulic,cooler,test,153,2143,1388,100,2143,False
hydraulic,cooler,test,154,2144,1389,100,2144,False
hydraulic,cooler,test,155,2145,1390,100,2145,False
hydraulic,cooler,test,156,2146,1391,100,2146,False
hydraulic,cooler,test,157,2147,1392,100,2147,False
hydraulic,cooler,test,158,2148,1393,100,2148,False
hydraulic,cooler,test,159,2149,1394,100,2149,False
hydraulic,cooler,test,160,2150,1395,100,2150,False
hydraulic,cooler,test,161,2151,1396,100,2151,False
hydraulic,cooler,test,162,2152,1397,100,2152,False
hydraulic,cooler,test,163,2153,1398,100,2153,False
hydraulic,cooler,test,164,2154,1399,100,2154,False
hydraulic,cooler,test,165,2156,1400,100,2156,False
hydraulic,cooler,test,166,2157,1401,100,2157,False
hydraulic,cooler,test,167,2158,1402,100,2158,False
hydraulic,cooler,test,168,2159,1403,100,2159,False
hydraulic,cooler,test,169,2160,1404,100,2160,False
hydraulic,cooler,test,170,2161,1405,100,2161,False
hydraulic,cooler,test,171,2162,1406,100,2162,False
hydraulic,cooler,test,172,2163,1407,100,2163,False
hydraulic,cooler,test,173,2164,1408,100,2164,False
hydraulic,cooler,test,174,2165,1409,100,2165,False
hydraulic,cooler,test,175,2166,1410,100,2166,False
hydraulic,cooler,test,176,2167,1411,100,2167,False
hydraulic,cooler,test,177,2168,1412,100,2168,False
hydraulic,cooler,test,178,2169,1413,100,2169,False
hydraulic,cooler,test,179,2170,1414,100,2170,False
hydraulic,cooler,test,180,2171,1415,100,2171,False
hydraulic,cooler,test,181,2172,1416,100,2172,False
hydraulic,cooler,test,182,2173,1417,100,2173,False
hydraulic,cooler,test,183,2174,1418,100,2174,False
hydraulic,cooler,test,184,2175,1419,100,2175,False
hydraulic,cooler,test,185,2176,1420,100,2176,False
hydraulic,cooler,test,186,2177,1421,100,2177,False
hydraulic,cooler,test,187,2178,1422,100,2178,False
hydraulic,cooler,test,188,2179,1423,100,2179,False
hydraulic,cooler,test,189,2180,1424,100,2180,False
hydraulic,cooler,test,190,2181,1425,100,2181,False
hydraulic,cooler,test,191,2182,1426,100,2182,False
hydraulic,cooler,test,192,2183,1427,100,2183,False
hydraulic,cooler,test,193,2184,1428,100,2184,False
hydraulic,cooler,test,194,2185,1429,100,2185,False
hydraulic,cooler,test,195,2186,1430,100,2186,False
hydraulic,cooler,test,196,2187,1431,100,2187,False
hydraulic,cooler,test,197,2188,1432,100,2188,False
hydraulic,cooler,test,198,2189,1433,100,2189,False
hydraulic,cooler,test,199,2190,1434,100,2190,False
hydraulic,cooler,test,200,2191,1435,100,2191,False
hydraulic,cooler,test,201,2192,1436,100,2192,False
hydraulic,cooler,test,202,2193,1437,100,2193,False
hydraulic,cooler,test,203,2194,1438,100,2194,False
hydraulic,cooler,test,204,2195,1439,100,2195,False
hydraulic,cooler,test,205,2196,1440,100,2196,False
hydraulic,cooler,test,206,2197,1441,100,2197,False
hydraulic,cooler,test,207,2198,1442,100,2198,False
hydraulic,cooler,test,208,2199,1443,100,2199,False
hydraulic,cooler,test,209,2200,1444,100,2200,False
hydraulic,cooler,test,210,2201,1445,100,2201,False
hydraulic,cooler,test,211,2202,1446,100,2202,False
hydraulic,cooler,test,212,2203,1447,100,2203,False
hydraulic,cooler,test,213,2204,1448,100,2204,False
hydraulic,cooler,guard,-1,516,279,3,516,True
hydraulic,cooler,guard,-1,518,280,3,518,True
hydraulic,cooler,guard,-1,519,281,3,519,True
hydraulic,cooler,guard,-1,520,282,3,520,True
hydraulic,cooler,guard,-1,521,283,3,521,True
hydraulic,cooler,guard,-1,592,353,3,592,True
hydraulic,cooler,guard,-1,593,354,3,593,True
hydraulic,cooler,guard,-1,594,355,3,594,True
hydraulic,cooler,guard,-1,595,356,3,595,True
hydraulic,cooler,guard,-1,596,357,3,596,True
hydraulic,cooler,guard,-1,655,404,3,655,True
hydraulic,cooler,guard,-1,656,405,3,656,True
hydraulic,cooler,guard,-1,657,406,3,657,True
hydraulic,cooler,guard,-1,658,407,3,658,True
hydraulic,cooler,guard,-1,659,408,3,659,True
hydraulic,cooler,guard,-1,1248,759,20,1248,True
hydraulic,cooler,guard,-1,1250,760,20,1250,True
hydraulic,cooler,guard,-1,1251,761,20,1251,True
hydraulic,cooler,guard,-1,1252,762,20,1252,True
hydraulic,cooler,guard,-1,1253,763,20,1253,True
hydraulic,cooler,guard,-1,1324,833,20,1324,True
hydraulic,cooler,guard,-1,1325,834,20,1325,True
hydraulic,cooler,guard,-1,1326,835,20,1326,True
hydraulic,cooler,guard,-1,1327,836,20,1327,True
hydraulic,cooler,guard,-1,1328,837,20,1328,True
hydraulic,cooler,guard,-1,1387,884,20,1387,True
hydraulic,cooler,guard,-1,1388,885,20,1388,True
hydraulic,cooler,guard,-1,1389,886,20,1389,True
hydraulic,cooler,guard,-1,1390,887,20,1390,True
hydraulic,cooler,guard,-1,1391,888,20,1391,True
hydraulic,cooler,guard,-1,1986,1244,100,1986,True
hydraulic,cooler,guard,-1,1987,1245,100,1987,True
hydraulic,cooler,guard,-1,1988,1246,100,1988,True
hydraulic,cooler,guard,-1,1989,1247,100,1989,True
hydraulic,cooler,guard,-1,1990,1248,100,1990,True
hydraulic,cooler,guard,-1,2074,1320,100,2074,True
hydraulic,cooler,guard,-1,2075,1321,100,2075,True
hydraulic,cooler,guard,-1,2076,1322,100,2076,True
hydraulic,cooler,guard,-1,2077,1323,100,2077,True
hydraulic,cooler,guard,-1,2078,1324,100,2078,True
hydraulic,cooler,guard,-1,2127,1372,100,2127,True
