test_index,source_index,batch,class_value,affected,mask_group_1,mask_group_2,mask_group_3,mask_group_4,group_1_delta_mean,group_1_delta_l2
1128,10674,10,3,True,1,0,1,1,0.14673898,16.546083
1129,10675,10,2,False,0,1,1,1,0.0,0.0
1130,10676,10,3,True,1,1,1,1,0.49834448,18.79667
1131,10677,10,2,True,1,1,1,1,0.40091544,16.686523
1132,10678,10,3,True,1,1,1,0,-0.3518577,17.82887
1133,10679,10,2,False,1,1,1,1,0.0,0.0
1134,10680,10,3,True,1,1,0,1,0.35503814,13.787252
1135,10681,10,2,False,1,0,0,1,0.0,0.0
1136,10682,10,3,True,0,1,0,1,0.0,0.0
1137,10683,10,2,False,1,1,1,1,0.0,0.0
1138,10684,10,3,True,1,1,1,1,-0.5402995,17.375744
1139,10685,10,2,False,1,1,1,0,0.0,0.0
1140,10686,10,3,True,1,1,1,0,-0.34224567,15.521434
1141,10687,10,2,False,1,0,1,0,0.0,0.0
1142,10688,10,3,False,1,1,1,0,0.0,0.0
1143,10689,10,2,False,0,1,1,1,0.0,0.0
1144,10690,10,3,False,0,1,1,0,0.0,0.0
1145,10691,10,2,False,1,1,1,0,0.0,0.0
1146,10692,10,3,False,1,1,1,1,0.0,0.0
1147,10693,10,2,True,1,0,1,1,-0.34003934,19.527487
1148,10694,10,3,False,0,1,1,1,0.0,0.0
1149,10695,10,2,False,0,0,1,1,0.0,0.0
1150,10696,10,3,True,1,0,1,1,-0.57619816,18.694542
1151,10697,10,2,False,1,1,1,1,0.0,0.0
1152,10698,10,3,True,1,1,1,1,-0.38172603,17.325357
1153,10699,10,2,False,1,1,1,1,0.0,0.0
1154,10700,10,3,True,1,1,1,0,0.5445091,15.147831
1155,10701,10,2,True,0,1,1,1,0.0,0.0
1156,10702,10,3,False,1,1,1,1,0.0,0.0
1157,10703,10,2,True,1,1,0,0,-0.4617008,15.0079565
1158,10704,10,3,True,1,0,1,1,-1.0384244,17.063095
1159,10705,10,2,True,1,1,1,1,-0.34602493,16.52014
1160,10706,10,3,False,1,1,1,0,0.0,0.0
1161,10707,10,2,True,1,0,1,1,-0.067166805,16.919594
1162,10708,10,3,False,1,0,1,1,0.0,0.0
1163,10709,10,2,False,1,1,1,1,0.0,0.0
1164,10710,10,3,False,1,1,1,0,0.0,0.0
1165,10711,10,2,False,1,0,0,1,0.0,0.0
1166,10712,10,3,True,1,1,1,0,-0.27700588,17.777538
1167,10713,10,2,False,1,1,1,1,0.0,0.0
1168,10714,10,3,True,1,1,1,1,0.22125249,12.968399
1169,10715,10,2,False,1,1,1,0,0.0,0.0
1170,10716,10,3,False,0,1,0,1,0.0,0.0
1171,10717,10,2,False,0,0,0,1,0.0,0.0
1172,10718,10,3,False,1,1,1,1,0.0,0.0
1173,10719,10,2,False,1,1,1,0,0.0,0.0
1174,10720,10,3,True,1,1,1,1,0.13924071,14.792806
1175,10721,10,2,False,0,0,1,1,0.0,0.0
1176,10722,10,3,True,0,1,0,1,0.0,0.0
1177,10723,10,2,False,0,1,1,1,0.0,0.0
1178,10724,10,3,False,1,0,1,1,0.0,0.0
1179,10725,10,2,True,1,1,1,1,-0.2905817,15.220157
1180,10726,10,3,False,1,1,1,1,0.0,0.0
1181,10727,10,2,False,1,1,1,0,0.0,0.0
1182,10728,10,3,True,0,0,1,0,0.0,0.0
1183,10729,10,2,True,1,0,1,1,-0.118895225,14.639051
1184,10730,10,3,False,1,1,1,1,0.0,0.0
1185,10731,10,2,True,0,1,1,1,0.0,0.0
1186,10732,10,3,False,1,0,1,1,0.0,0.0
1187,10733,10,2,False,1,1,0,1,0.0,0.0
1188,10734,10,3,False,0,1,1,1,0.0,0.0
1189,10735,10,2,False,0,0,0,1,0.0,0.0
1190,10736,10,3,True,1,1,1,1,-0.04974398,16.560738
1191,10737,10,2,False,1,1,1,1,0.0,0.0
1192,10738,10,3,True,1,0,1,1,0.2694949,20.52645
1193,10739,10,2,False,1,1,1,1,0.0,0.0
1194,10740,10,3,False,0,0,0,1,0.0,0.0
1195,10741,10,2,True,1,1,1,1,0.08122435,18.842936
1196,10742,10,3,False,1,0,0,1,0.0,0.0
1197,10743,10,2,False,0,1,0,1,0.0,0.0
1198,10744,10,3,False,1,1,0,1,0.0,0.0
1199,10745,10,2,False,1,1,0,1,0.0,0.0
1200,10746,10,3,True,1,0,1,1,0.6508169,15.94181
1201,10747,10,2,False,0,1,1,1,0.0,0.0
1202,10748,10,3,False,1,1,1,1,0.0,0.0
1203,10749,10,2,True,0,0,1,0,0.0,0.0
1204,10750,10,3,False,0,1,1,1,0.0,0.0
1205,10751,10,2,False,1,1,1,1,0.0,0.0
1206,10752,10,3,True,1,1,1,0,-0.4551039,16.58982
1207,10753,10,2,False,0,1,1,1,0.0,0.0
1208,10754,10,3,True,1,0,1,0,0.3129385,14.988398
1209,10755,10,2,True,1,1,1,1,-0.58841544,16.374222
1210,10756,10,3,False,1,1,0,1,0.0,0.0
1211,10757,10,2,True,1,1,1,0,0.17353162,16.212254
1212,10758,10,3,False,1,1,1,1,0.0,0.0
1213,10759,10,2,False,1,1,1,0,0.0,0.0
1214,10760,10,3,False,0,1,1,1,0.0,0.0
1215,10761,10,2,False,1,1,0,1,0.0,0.0
1216,10762,10,3,False,1,1,1,1,0.0,0.0
1217,10763,10,2,True,0,0,1,1,0.0,0.0
1218,10764,10,3,True,1,0,0,1,0.13142425,20.638563
1219,10765,10,2,True,1,1,1,0,0.2929951,15.7279825
1220,10766,10,3,False,1,0,1,1,0.0,0.0
1221,10767,10,2,True,1,1,1,1,-0.060732007,13.86417
1222,10768,10,3,False,1,1,1,1,0.0,0.0
1223,10769,10,2,True,1,1,1,0,1.0342155,17.73587
1224,10770,10,3,False,1,1,1,1,0.0,0.0
1225,10771,10,2,True,1,1,1,1,0.030242383,18.086409
1226,10772,10,3,True,1,1,1,1,-0.045835942,17.550653
1227,10773,10,2,True,0,1,1,1,0.0,0.0
1228,10774,10,3,False,1,1,1,1,0.0,0.0
1229,10775,10,2,False,1,1,1,1,0.0,0.0
1230,10776,10,3,False,1,1,1,1,0.0,0.0
1231,10777,10,2,True,1,0,0,1,-0.52343935,17.702597
1232,10778,10,3,False,1,0,0,0,0.0,0.0
1233,10779,10,2,True,1,1,1,0,-1.2445688,15.790416
1234,10780,10,3,True,0,1,1,0,0.0,0.0
1235,10781,10,2,False,1,1,1,1,0.0,0.0
1236,10782,10,3,False,1,0,0,1,0.0,0.0
1237,10783,10,2,True,0,1,0,0,0.0,0.0
1238,10784,10,3,False,0,1,1,1,0.0,0.0
1239,10785,10,2,True,1,1,1,1,0.16412297,17.187733
1240,10786,10,3,True,1,1,0,1,0.320746,13.719916
1241,10787,10,2,True,1,1,0,1,-0.28520623,16.081812
1242,10788,10,3,False,0,1,1,0,0.0,0.0
1243,10789,10,2,False,1,1,1,0,0.0,0.0
1244,10790,10,5,False,1,1,0,1,0.0,0.0
1245,10791,10,1,False,1,1,0,1,0.0,0.0
1246,10792,10,5,False,1,1,1,0,0.0,0.0
1247,10793,10,1,True,1,0,0,1,0.6192559,18.053507
1248,10794,10,5,True,1,1,1,1,0.19601728,15.127444
1249,10795,10,1,False,1,1,1,1,0.0,0.0
1250,10796,10,5,True,1,1,1,0,0.31615537,15.108888
1251,10797,10,1,False,0,1,1,1,0.0,0.0
1252,10798,10,5,True,1,1,1,1,0.3401279,16.355705
1253,10799,10,1,True,1,0,1,1,0.33217406,17.401445
1254,10800,10,5,False,1,1,0,1,0.0,0.0
1255,10801,10,1,False,1,1,1,1,0.0,0.0
1256,10802,10,5,False,1,1,1,1,0.0,0.0
1257,10803,10,1,True,1,1,0,1,-0.7893265,14.635558
1258,10804,10,5,False,1,1,0,1,0.0,0.0
1259,10805,10,1,False,1,0,0,1,0.0,0.0
1260,10806,10,5,False,1,1,1,1,0.0,0.0
1261,10807,10,1,True,1,1,1,1,-0.009119108,15.460681
1262,10808,10,5,False,1,0,1,0,0.0,0.0
1263,10809,10,1,False,1,1,1,1,0.0,0.0
1264,10810,10,5,True,1,0,0,1,-0.31516755,18.267517
1265,10811,10,1,False,1,0,1,1,0.0,0.0
1266,10812,10,5,True,1,1,1,1,0.09605338,14.031791
1267,10813,10,1,True,1,1,1,1,-0.19372858,16.538029
1268,10814,10,5,False,1,1,1,1,0.0,0.0
1269,10815,10,1,False,1,0,0,1,0.0,0.0
1270,10816,10,5,True,1,1,1,1,-0.3654721,19.809616
1271,10817,10,1,True,1,1,1,1,0.2723856,14.497976
1272,10818,10,5,True,1,1,1,0,0.17804356,17.754673
1273,10819,10,1,False,1,1,0,1,0.0,0.0
1274,10820,10,5,True,1,1,1,1,0.24145412,18.888905
1275,10821,10,1,False,1,1,1,0,0.0,0.0
1276,10822,10,5,True,1,1,1,1,-0.23070064,18.41226
1277,10823,10,1,False,1,1,1,0,0.0,0.0
1278,10824,10,5,False,1,1,0,1,0.0,0.0
1279,10825,10,1,False,0,0,0,1,0.0,0.0
1280,10826,10,5,False,1,1,1,1,0.0,0.0
1281,10827,10,1,True,0,0,1,1,0.0,0.0
1282,10828,10,5,True,0,1,1,0,0.0,0.0
1283,10829,10,1,False,1,1,0,0,0.0,0.0
1284,10830,10,5,True,1,1,1,1,-0.26841593,14.864839
1285,10831,10,1,True,0,1,1,1,0.0,0.0
1286,10832,10,5,False,1,1,1,0,0.0,0.0
1287,10833,10,1,True,1,1,1,1,0.66879725,13.600028
1288,10834,10,5,True,1,1,0,1,0.4148036,15.644579
1289,10835,10,1,False,1,1,1,1,0.0,0.0
1290,10836,10,5,False,1,0,1,1,0.0,0.0
1291,10837,10,1,True,1,1,1,1,-0.4852429,13.343999
1292,10838,10,5,False,1,1,1,1,0.0,0.0
1293,10839,10,1,True,1,1,0,1,-0.21726704,19.69155
1294,10840,10,5,True,0,1,1,1,0.0,0.0
1295,10841,10,1,True,1,1,1,1,0.14006552,17.006802
1296,10842,10,5,False,1,0,1,1,0.0,0.0
1297,10843,10,1,False,1,1,0,1,0.0,0.0
1298,10844,10,5,False,0,0,1,1,0.0,0.0
1299,10845,10,1,False,1,1,1,1,0.0,0.0
1300,10846,10,5,True,1,1,1,1,0.4993589,17.056923
1301,10847,10,1,False,1,1,1,1,0.0,0.0
1302,10848,10,5,False,0,1,1,1,0.0,0.0
1303,10849,10,1,False,1,1,1,1,0.0,0.0
1304,10850,10,5,True,1,1,0,1,0.984572,20.149876
1305,10851,10,1,False,1,1,1,1,0.0,0.0
1306,10852,10,5,True,0,1,0,1,0.0,0.0
1307,10853,10,1,False,1,1,0,1,0.0,0.0
1308,10854,10,5,False,0,1,0,1,0.0,0.0
1309,10855,10,1,False,1,0,1,1,0.0,0.0
1310,10856,10,5,False,0,1,1,1,0.0,0.0
1311,10857,10,1,False,1,1,0,1,0.0,0.0
1312,10858,10,5,False,0,0,1,1,0.0,0.0
1313,10859,10,1,True,1,1,1,1,-0.2989148,14.638636
1314,10860,10,5,True,1,1,0,0,0.74736875,17.158123
1315,10861,10,1,True,1,1,1,0,-0.15597957,17.117964
1316,10862,10,5,True,1,1,1,1,-0.42863935,14.643339
1317,10863,10,1,False,0,0,1,1,0.0,0.0
1318,10864,10,5,True,0,1,0,1,0.0,0.0
1319,10865,10,1,False,1,1,1,1,0.0,0.0
1320,10866,10,5,True,0,1,1,0,0.0,0.0
1321,10867,10,1,True,1,0,1,1,-0.7296802,15.271391
1322,10868,10,5,True,1,0,1,1,-0.048892617,15.949172
1323,10869,10,1,False,1,1,1,1,0.0,0.0
1324,10870,10,5,True,1,1,0,0,0.8034309,17.299063
1325,10871,10,1,True,1,1,1,1,0.57071096,17.015606
1326,10872,10,5,False,1,1,0,0,0.0,0.0
1327,10873,10,1,True,1,0,1,1,-0.09539527,20.967274
1328,10874,10,5,False,0,0,1,1,0.0,0.0
1329,10875,10,1,False,1,1,1,1,0.0,0.0
1330,10876,10,5,True,0,1,1,1,0.0,0.0
1331,10877,10,1,True,1,1,1,1,-0.0940005,21.130798
1332,10878,10,5,False,1,1,1,1,0.0,0.0
1333,10879,10,1,True,1,1,1,0,-0.123077914,14.5097065
1334,10880,10,5,True,1,1,1,1,0.9149164,15.874263
1335,10881,10,1,True,1,1,1,1,-0.1563963,16.472893
1336,10882,10,5,False,0,1,1,0,0.0,0.0
1337,10883,10,1,False,1,1,1,1,0.0,0.0
1338,10884,10,5,False,1,1,1,0,0.0,0.0
1339,10885,10,1,False,1,0,1,1,0.0,0.0
1340,10886,10,5,False,1,1,1,1,0.0,0.0
1341,10887,10,1,False,1,1,1,1,0.0,0.0
1342,10888,10,5,False,1,1,1,1,0.0,0.0
1343,10889,10,1,False,1,1,1,1,0.0,0.0
1344,10890,10,5,False,1,1,0,1,0.0,0.0
1345,10891,10,1,False,0,1,1,1,0.0,0.0
1346,10892,10,5,True,1,1,0,1,0.20705178,13.472932
1347,10893,10,1,True,1,0,1,1,-0.110146776,15.537554
1348,10894,10,5,False,1,1,0,0,0.0,0.0
1349,10895,10,1,False,0,0,0,1,0.0,0.0
1350,10896,10,5,True,1,1,1,1,-0.24235478,18.980051
1351,10897,10,1,False,1,1,1,1,0.0,0.0
1352,10898,10,5,True,1,0,0,0,0.3626515,14.357155
1353,10899,10,1,False,1,1,1,1,0.0,0.0
1354,10900,10,5,False,1,1,1,1,0.0,0.0
1355,10901,10,1,False,0,1,1,1,0.0,0.0
1356,10902,10,5,True,1,1,1,1,0.40097985,18.715706
1357,10903,10,1,True,1,1,1,1,0.23468035,17.952375
1358,10904,10,5,False,1,0,1,1,0.0,0.0
1359,10905,10,1,False,1,0,0,0,0.0,0.0
1360,10906,10,5,False,0,1,1,0,0.0,0.0
1361,10907,10,1,True,0,1,1,1,0.0,0.0
1362,10908,10,5,False,1,0,1,1,0.0,0.0
1363,10909,10,1,False,1,0,1,1,0.0,0.0
1364,10910,10,5,False,1,1,1,0,0.0,0.0
1365,10911,10,1,True,0,1,0,0,0.0,0.0
1366,10912,10,5,False,1,1,1,0,0.0,0.0
1367,10913,10,1,False,1,1,0,1,0.0,0.0
1368,10914,10,5,False,1,0,1,1,0.0,0.0
1369,10915,10,1,False,1,0,1,1,0.0,0.0
1370,10916,10,5,False,1,1,1,1,0.0,0.0
1371,10917,10,1,False,1,1,1,1,0.0,0.0
1372,10918,10,5,False,1,1,0,1,0.0,0.0
1373,10919,10,1,False,1,0,1,1,0.0,0.0
1374,10920,10,5,True,1,1,1,1,-0.12799466,15.212262
1375,10921,10,1,False,1,1,1,1,0.0,0.0
1376,10922,10,5,False,1,1,1,1,0.0,0.0
1377,10923,10,1,False,0,1,1,1,0.0,0.0
1378,10924,10,5,False,0,1,1,1,0.0,0.0
1379,10925,10,1,True,1,0,1,0,0.16262235,12.491431
1380,10926,10,5,True,1,0,0,1,0.3123315,16.5176
1381,10927,10,1,False,1,1,1,1,0.0,0.0
1382,10928,10,5,False,1,1,1,1,0.0,0.0
1383,10929,10,1,False,1,1,1,1,0.0,0.0
1384,10930,10,5,True,1,1,1,0,0.45790243,15.299852
1385,10931,10,1,True,1,1,1,1,0.5041498,13.63899
1386,10932,10,5,False,1,1,1,0,0.0,0.0
1387,10933,10,1,False,1,1,0,1,0.0,0.0
1388,10934,10,5,False,1,1,1,0,0.0,0.0
1389,10935,10,1,False,1,0,1,1,0.0,0.0
1390,10936,10,5,True,1,0,0,0,-0.5725616,16.55055
1391,10937,10,1,True,0,1,1,1,0.0,0.0
1392,10938,10,5,True,1,0,1,0,-0.5770462,17.192146
1393,10939,10,1,False,1,1,1,1,0.0,0.0
1394,10940,10,5,True,1,1,0,1,0.32285297,18.845373
1395,10941,10,1,False,1,1,1,1,0.0,0.0
1396,10942,10,5,True,1,1,0,1,0.2863393,14.83174
1397,10943,10,1,False,1,1,1,1,0.0,0.0
1398,10944,10,5,False,1,0,1,1,0.0,0.0
1399,10945,10,1,False,1,0,0,1,0.0,0.0
1400,10946,10,5,True,1,1,1,1,-0.24151039,13.348831
1401,10947,10,1,True,1,0,1,1,-0.036562845,17.23655
1402,10948,10,5,False,1,0,1,1,0.0,0.0
1403,10949,10,1,True,1,1,1,0,-0.6353321,16.090513
1404,10950,10,5,False,0,1,1,1,0.0,0.0
1405,10951,10,1,False,1,1,1,0,0.0,0.0
1406,10952,10,5,False,1,1,0,1,0.0,0.0
1407,10953,10,1,False,1,1,0,1,0.0,0.0
1408,10954,10,5,True,1,1,1,0,-0.66906154,18.01986
1409,10955,10,1,False,0,1,0,1,0.0,0.0
1410,10956,10,5,True,0,0,1,0,0.0,0.0
1411,10957,10,1,True,1,1,1,1,-0.17169988,16.615578
1412,10958,10,5,False,1,1,1,1,0.0,0.0
1413,10959,10,1,True,1,1,0,1,-0.51910967,17.341331
1414,10960,10,5,True,1,0,1,1,0.22391614,14.325307
1415,10961,10,1,False,1,1,1,1,0.0,0.0
1416,10962,10,5,True,1,0,1,1,0.0794103,16.973692
1417,10963,10,1,True,1,1,0,1,0.16525534,21.929867
1418,10964,10,5,True,1,1,1,1,-0.037145615,16.886877
1419,10965,10,1,False,1,1,1,1,0.0,0.0
1420,10966,10,5,False,1,1,0,1,0.0,0.0
1421,10967,10,1,False,1,1,1,1,0.0,0.0
1422,10968,10,5,True,1,1,1,0,0.49396342,15.555477
1423,10969,10,1,True,0,0,1,1,0.0,0.0
1424,10970,10,5,True,1,1,1,1,0.52981937,15.87433
1425,10971,10,1,True,1,1,1,1,0.028109282,18.840153
1426,10972,10,5,False,1,0,1,0,0.0,0.0
1427,10973,10,1,True,1,1,1,0,-0.716232,18.03997
1428,10974,10,5,False,1,1,0,0,0.0,0.0
1429,10975,10,1,False,0,1,0,1,0.0,0.0
1430,10976,10,5,False,1,1,1,1,0.0,0.0
1431,10977,10,1,False,1,1,1,1,0.0,0.0
1432,10978,10,5,False,1,0,1,0,0.0,0.0
1433,10979,10,1,False,1,1,1,0,0.0,0.0
1434,10980,10,5,True,1,1,0,0,0.39538234,12.588237
1435,10981,10,1,True,1,1,1,0,0.28751945,17.782207
1436,10982,10,5,True,1,1,1,1,-0.5589158,15.840576
1437,10983,10,1,True,0,1,1,1,0.0,0.0
1438,10984,10,5,True,1,1,0,1,-0.38405395,14.051571
1439,10985,10,1,False,1,1,1,1,0.0,0.0
1440,10986,10,5,False,1,1,1,0,0.0,0.0
1441,10987,10,1,False,0,1,0,0,0.0,0.0
1442,10988,10,5,True,1,1,1,1,0.45910335,17.009066
1443,10989,10,1,False,0,0,1,1,0.0,0.0
1444,10990,10,5,False,1,0,1,1,0.0,0.0
1445,10991,10,1,False,1,1,1,0,0.0,0.0
1446,10992,10,5,False,1,1,1,1,0.0,0.0
1447,10993,10,1,False,1,1,1,1,0.0,0.0
1448,10994,10,5,False,1,1,1,1,0.0,0.0
1449,10995,10,1,True,1,1,1,0,0.10972679,14.481033
1450,10996,10,5,True,0,1,0,1,0.0,0.0
1451,10997,10,1,True,0,1,1,1,0.0,0.0
1452,10998,10,5,True,1,0,0,1,0.5517204,17.929947
1453,10999,10,1,False,1,0,1,1,0.0,0.0
1454,11000,10,5,True,1,1,1,1,0.22327012,21.00606
1455,11001,10,1,True,1,0,1,1,0.11213572,17.365938
1456,11002,10,5,False,1,0,1,1,0.0,0.0
1457,11003,10,1,True,1,0,0,1,0.039773345,19.493145
1458,11004,10,5,True,0,1,1,1,0.0,0.0
1459,11005,10,1,False,0,1,1,0,0.0,0.0
1460,11006,10,5,False,0,1,1,1,0.0,0.0
1461,11007,10,1,True,1,0,1,1,0.15051633,24.873857
1462,11008,10,5,True,0,1,1,1,0.0,0.0
1463,11009,10,1,False,1,1,1,1,0.0,0.0
1464,11010,10,5,False,1,1,1,1,0.0,0.0
1465,11011,10,1,True,1,1,1,0,0.29704398,17.017736
1466,11012,10,5,True,1,1,1,1,0.5357189,16.204874
1467,11013,10,1,False,0,1,1,1,0.0,0.0
1468,11014,10,5,True,0,0,1,1,0.0,0.0
1469,11015,10,1,False,1,1,0,0,0.0,0.0
1470,11016,10,5,False,1,1,1,1,0.0,0.0
1471,11017,10,1,True,0,1,1,1,0.0,0.0
1472,11018,10,5,False,1,1,0,1,0.0,0.0
1473,11019,10,1,False,1,1,1,1,0.0,0.0
1474,11020,10,5,False,1,1,1,1,0.0,0.0
1475,11021,10,1,True,1,1,1,0,-0.07933475,19.129473
1476,11022,10,5,True,1,1,1,0,-0.28178325,19.178007
1477,11023,10,1,False,0,0,1,1,0.0,0.0
1478,11024,10,5,True,1,1,1,1,0.047645003,16.380045
1479,11025,10,1,False,0,1,1,0,0.0,0.0
1480,11026,10,5,False,1,1,1,1,0.0,0.0
1481,11027,10,1,False,1,1,1,0,0.0,0.0
1482,11028,10,5,False,1,1,1,0,0.0,0.0
1483,11029,10,1,False,1,0,1,1,0.0,0.0
1484,11030,10,5,False,0,1,1,0,0.0,0.0
1485,11031,10,1,False,0,1,0,1,0.0,0.0
1486,11032,10,5,True,1,0,1,1,-0.37775713,17.448772
1487,11033,10,1,False,0,1,0,0,0.0,0.0
1488,11034,10,5,False,1,1,1,0,0.0,0.0
1489,11035,10,1,True,1,1,1,1,-0.636976,15.42361
1490,11036,10,5,False,0,1,1,1,0.0,0.0
1491,11037,10,1,False,1,1,1,1,0.0,0.0
1492,11038,10,5,True,1,0,1,1,0.14741543,20.91593
1493,11039,10,1,False,1,1,1,1,0.0,0.0
1494,11040,10,5,False,1,0,1,1,0.0,0.0
1495,11041,10,1,True,1,1,1,1,-1.0214535,17.875597
1496,11042,10,5,True,1,1,0,0,0.020374328,14.663352
1497,11043,10,1,True,1,1,0,1,-0.5731293,20.081913
1498,11044,10,5,False,1,1,1,1,0.0,0.0
1499,11045,10,1,False,0,1,1,1,0.0,0.0
1500,11046,10,5,False,0,1,1,1,0.0,0.0
1501,11047,10,1,False,1,1,0,1,0.0,0.0
1502,11048,10,5,False,1,1,1,1,0.0,0.0
1503,11049,10,1,False,1,0,1,1,0.0,0.0
1504,11050,10,5,False,1,1,1,0,0.0,0.0
1505,11051,10,1,True,1,1,0,1,-0.3969552,17.340546
1506,11052,10,5,False,1,1,0,0,0.0,0.0
1507,11053,10,1,True,1,0,1,0,0.05551195,14.497636
1508,11054,10,5,False,1,1,0,1,0.0,0.0
1509,11055,10,1,True,1,1,1,1,-0.31398678,15.019583
1510,11056,10,5,False,1,1,1,0,0.0,0.0
1511,11057,10,1,True,0,1,1,1,0.0,0.0
1512,11058,10,5,False,1,1,1,0,0.0,0.0
1513,11059,10,1,False,1,1,1,1,0.0,0.0
1514,11060,10,5,True,1,0,1,0,-0.24712482,13.7044
1515,11061,10,1,False,1,1,1,1,0.0,0.0
1516,11062,10,5,True,0,1,1,1,0.0,0.0
1517,11063,10,1,False,1,1,1,1,0.0,0.0
1518,11064,10,5,False,1,1,1,1,0.0,0.0
1519,11065,10,1,False,1,0,1,1,0.0,0.0
1520,11066,10,5,True,1,1,0,1,-0.1838865,17.400192
1521,11067,10,1,True,1,0,0,0,0.17895249,15.113309
1522,11068,10,5,True,1,0,1,1,-1.1986868,17.69242
1523,11069,10,1,True,1,1,0,1,0.33634043,14.186497
1524,11070,10,5,True,0,1,1,1,0.0,0.0
1525,11071,10,1,False,1,1,1,1,0.0,0.0
1526,11072,10,5,True,1,1,1,1,0.2745877,18.427399
1527,11073,10,1,False,1,1,1,0,0.0,0.0
1528,11074,10,5,True,0,1,1,1,0.0,0.0
1529,11075,10,1,False,1,1,1,1,0.0,0.0
1530,11076,10,5,False,1,1,0,1,0.0,0.0
1531,11077,10,1,True,1,0,1,0,-0.062343493,17.644798
1532,11078,10,5,False,0,1,1,1,0.0,0.0
1533,11079,10,1,True,0,0,0,1,0.0,0.0
1534,11080,10,5,False,1,0,1,1,0.0,0.0
1535,11081,10,1,True,1,0,0,1,0.09210706,15.528878
1536,11082,10,5,False,0,1,1,1,0.0,0.0
1537,11083,10,1,False,1,1,1,1,0.0,0.0
1538,11084,10,5,False,1,1,1,1,0.0,0.0
1539,11085,10,1,True,1,1,1,1,-0.11597363,13.507409
1540,11086,10,5,True,1,1,1,1,0.40299258,12.593195
1541,11087,10,1,False,1,1,1,1,0.0,0.0
1542,11088,10,5,False,1,0,1,1,0.0,0.0
1543,11089,10,1,False,1,1,1,1,0.0,0.0
1544,11090,10,5,True,0,1,0,1,0.0,0.0
1545,11091,10,1,True,1,1,1,1,1.58233,20.685589
1546,11092,10,5,False,0,0,1,1,0.0,0.0
1547,11093,10,1,False,1,0,1,0,0.0,0.0
1548,11094,10,5,True,1,1,1,1,1.0955687,17.511536
1549,11095,10,1,True,1,1,0,1,0.21787456,13.7869425
1550,11096,10,5,True,1,1,1,1,-0.08157846,19.592522
1551,11097,10,1,True,1,0,1,1,-0.3206138,16.599693
1552,11098,10,5,False,0,1,1,1,0.0,0.0
1553,11099,10,1,False,0,1,0,1,0.0,0.0
1554,11100,10,5,True,1,1,1,1,0.13833568,15.072913
1555,11101,10,1,False,1,1,0,1,0.0,0.0
1556,11102,10,5,True,1,1,1,1,-0.37629482,16.225721
1557,11103,10,1,False,1,1,1,1,0.0,0.0
1558,11104,10,5,False,0,1,1,1,0.0,0.0
1559,11105,10,1,True,1,1,0,1,-0.7172479,18.429834
1560,11106,10,5,True,1,1,1,1,0.5077373,16.851433
1561,11107,10,1,False,1,1,1,1,0.0,0.0
1562,11108,10,5,False,1,1,1,1,0.0,0.0
1563,11109,10,1,False,1,1,1,1,0.0,0.0
1564,11110,10,5,True,1,1,1,1,0.03997156,18.451315
1565,11111,10,1,False,1,0,1,1,0.0,0.0
1566,11112,10,5,False,1,1,0,0,0.0,0.0
1567,11113,10,1,False,1,0,1,1,0.0,0.0
1568,11114,10,5,False,1,1,1,0,0.0,0.0
1569,11115,10,1,False,1,1,1,1,0.0,0.0
1570,11116,10,5,True,0,1,1,1,0.0,0.0
1571,11117,10,1,False,0,1,1,1,0.0,0.0
1572,11118,10,5,False,1,1,1,1,0.0,0.0
1573,11119,10,1,True,1,1,1,1,-0.4876703,15.627669
1574,11120,10,5,False,1,1,1,1,0.0,0.0
1575,11121,10,1,False,0,1,1,1,0.0,0.0
1576,11122,10,5,True,1,1,0,1,-1.4364719e-05,18.731684
1577,11123,10,1,False,0,1,1,1,0.0,0.0
1578,11124,10,5,False,0,1,1,1,0.0,0.0
1579,11125,10,1,True,1,1,1,1,0.14627635,13.503608
1580,11126,10,5,True,1,1,1,0,-0.46856412,14.725985
1581,11127,10,1,True,1,0,0,1,0.26744857,16.928398
1582,11128,10,5,False,1,1,0,1,0.0,0.0
1583,11129,10,1,True,1,1,1,0,1.096051,19.798195
1584,11130,10,5,False,1,1,0,1,0.0,0.0
1585,11131,10,1,True,1,0,1,0,-0.20631939,17.268055
1586,11132,10,5,False,1,0,0,1,0.0,0.0
1587,11133,10,1,True,1,1,1,1,-0.00810349,19.480862
1588,11134,10,5,False,0,1,1,0,0.0,0.0
1589,11135,10,1,False,1,1,1,0,0.0,0.0
1590,11136,10,5,False,1,1,1,0,0.0,0.0
1591,11137,10,1,False,1,1,1,1,0.0,0.0
1592,11138,10,5,False,1,1,1,1,0.0,0.0
1593,11139,10,1,True,1,1,1,1,-0.9075645,20.759207
1594,11140,10,5,False,1,1,1,1,0.0,0.0
1595,11141,10,1,True,1,1,1,1,-0.31650677,19.078484
1596,11142,10,5,False,1,1,1,1,0.0,0.0
1597,11143,10,1,False,0,1,1,0,0.0,0.0
1598,11144,10,5,False,1,1,0,1,0.0,0.0
1599,11145,10,1,False,1,1,1,1,0.0,0.0
1600,11146,10,5,False,1,1,1,1,0.0,0.0
1601,11147,10,1,False,1,1,1,1,0.0,0.0
1602,11148,10,5,True,1,1,1,1,0.13906896,15.717266
1603,11149,10,1,False,0,1,1,1,0.0,0.0
1604,11150,10,0,False,1,0,0,1,0.0,0.0
